x,y,path
3.44312,6.25543,905
5,5,905
75.952,38.7589,906
75,37,906
74.1655,35.7011,906
73.1962,33.9517,906
72.7868,31.994,906
70.7869,32.015,906
68.9486,32.8029,906
67.3083,31.6585,906
67.7222,29.7018,906
65.727,29.5643,906
66.8885,27.9361,906
66.9149,25.9363,906
66.3875,24.007,906
64.5945,23.121,906
62.6216,23.4492,906
64,22,906
61.7783,20.4685,906
60.151,21.6312,906
58.4545,22.6904,906
59.1672,20.8217,906
59.0432,18.8256,906
57.5014,20.0995,906
58.1943,18.2234,906
57.1645,19.9379,906
55.2824,19.2615,906
54.6595,21.162,906
53.475,19.5505,906
51.9059,18.3104,906
51.6137,20.289,906
51.5972,22.2889,906
50.9996,24.1975,906
49.1571,24.9754,906
47.3752,25.8835,906
45.7446,27.0417,906
46.3807,28.9379,906
45.148,30.5128,906
43.6429,31.8298,906
42.8873,33.6816,906
41.1148,32.7553,906
39.744,34.2116,906
37.7765,34.5711,906
36.6879,36.2488,906
36.996,38.2249,906
35.1559,39.0085,906
33.7328,40.4137,906
31.7561,40.1093,906
29.9535,40.9758,906
30.23,38.995,906
29.9431,37.0157,906
30.1286,35.0243,906
30.0099,33.0278,906
28.0724,33.5239,906
28.0923,35.5238,906
26.1958,36.1587,906
26.0375,34.165,906
24.3831,33.0411,906
23.0615,31.54,906
23.1382,29.5414,906
23.7005,27.6221,906
21.7685,28.1389,906
19.9424,28.9547,906
18.0006,29.4336,906
16.1118,28.7759,906
14.1142,28.6791,906
12.8613,27.1201,906
10.9296,26.6021,906
9.97917,24.8424,906
10.0019,22.8425,906
8.03141,22.4999,906
6.3001,21.4986,906
4.90335,20.0672,906
4.0225,18.2716,906
4.94863,16.4989,906
2.99926,16.0518,906
3.95235,14.2935,906
2.15761,13.4109,906
2.66634,11.4767,906
2.09181,9.56098,906
1.93345,7.56726,906
3.44312,6.25543,906
5,5,906
73.0218,85.8633,907
71.4078,84.6821,907
69.621,85.5806,907
68.4991,87.2363,907
66.6728,88.0515,907
65.007,86.9446,907
64.27,88.8039,907
63.4647,86.9732,907
63.9202,85.0257,907
61.9223,85.1181,907
59.941,85.3909,907
58.2231,84.3667,907
56.7081,83.0611,907
57.051,81.0907,907
55.1469,80.4786,907
54.5004,78.586,907
52.5008,78.5457,907
51.7899,76.6763,907
49.8696,77.235,907
47.871,77.3108,907
46.0561,76.4704,907
48,76,907
48.8158,75.1509,907
49.6643,73.3399,907
49.8716,71.3506,907
50.0205,69.3562,907
51.5104,68.022,907
49.5267,67.7675,907
47.6681,67.0287,907
47.7093,65.0291,907
48.5506,63.2146,907
47.7657,61.3751,907
46.0743,60.3078,907
44.2702,61.1712,907
43.931,59.2001,907
43.5559,57.2356,907
41.8343,56.2178,907
43.2794,54.8352,907
42.5222,52.984,907
42.2905,50.9975,907
42.2039,48.9994,907
43.205,47.268,907
41.3109,46.6257,907
40.342,44.8761,907
40.1611,42.8843,907
38.2987,43.6132,907
38.5445,41.6284,907
39.7241,40.0133,907
38.9947,38.1511,907
36.996,38.2249,907
35.1559,39.0085,907
33.7328,40.4137,907
31.7561,40.1093,907
29.9535,40.9758,907
30.23,38.995,907
29.9431,37.0157,907
30.1286,35.0243,907
30.0099,33.0278,907
28.0724,33.5239,907
28.0923,35.5238,907
26.1958,36.1587,907
26.0375,34.165,907
24.3831,33.0411,907
23.0615,31.54,907
23.1382,29.5414,907
23.7005,27.6221,907
21.7685,28.1389,907
19.9424,28.9547,907
18.0006,29.4336,907
16.1118,28.7759,907
14.1142,28.6791,907
12.8613,27.1201,907
10.9296,26.6021,907
9.97917,24.8424,907
10.0019,22.8425,907
8.03141,22.4999,907
6.3001,21.4986,907
4.90335,20.0672,907
4.0225,18.2716,907
4.94863,16.4989,907
2.99926,16.0518,907
3.95235,14.2935,907
2.15761,13.4109,907
2.66634,11.4767,907
2.09181,9.56098,907
1.93345,7.56726,907
3.44312,6.25543,907
5,5,907
78,37,908
75.952,38.7589,908
75,37,908
74.1655,35.7011,908
73.1962,33.9517,908
72.7868,31.994,908
70.7869,32.015,908
68.9486,32.8029,908
67.3083,31.6585,908
67.7222,29.7018,908
65.727,29.5643,908
66.8885,27.9361,908
66.9149,25.9363,908
66.3875,24.007,908
64.5945,23.121,908
62.6216,23.4492,908
64,22,908
61.7783,20.4685,908
60.151,21.6312,908
58.4545,22.6904,908
59.1672,20.8217,908
59.0432,18.8256,908
57.5014,20.0995,908
58.1943,18.2234,908
57.1645,19.9379,908
55.2824,19.2615,908
54.6595,21.162,908
53.475,19.5505,908
51.9059,18.3104,908
51.6137,20.289,908
51.5972,22.2889,908
50.9996,24.1975,908
49.1571,24.9754,908
47.3752,25.8835,908
45.7446,27.0417,908
46.3807,28.9379,908
45.148,30.5128,908
43.6429,31.8298,908
42.8873,33.6816,908
41.1148,32.7553,908
39.744,34.2116,908
37.7765,34.5711,908
36.6879,36.2488,908
36.996,38.2249,908
35.1559,39.0085,908
33.7328,40.4137,908
31.7561,40.1093,908
29.9535,40.9758,908
30.23,38.995,908
29.9431,37.0157,908
30.1286,35.0243,908
30.0099,33.0278,908
28.0724,33.5239,908
28.0923,35.5238,908
26.1958,36.1587,908
26.0375,34.165,908
24.3831,33.0411,908
23.0615,31.54,908
23.1382,29.5414,908
23.7005,27.6221,908
21.7685,28.1389,908
19.9424,28.9547,908
18.0006,29.4336,908
16.1118,28.7759,908
14.1142,28.6791,908
12.8613,27.1201,908
10.9296,26.6021,908
9.97917,24.8424,908
10.0019,22.8425,908
8.03141,22.4999,908
6.3001,21.4986,908
4.90335,20.0672,908
4.0225,18.2716,908
4.94863,16.4989,908
2.99926,16.0518,908
3.95235,14.2935,908
2.15761,13.4109,908
2.66634,11.4767,908
2.09181,9.56098,908
1.93345,7.56726,908
3.44312,6.25543,908
5,5,908
41.9401,77.3216,909
43.6876,76.3488,909
44.7892,78.018,909
46.0561,76.4704,909
48,76,909
48.8158,75.1509,909
49.6643,73.3399,909
49.8716,71.3506,909
50.0205,69.3562,909
51.5104,68.022,909
49.5267,67.7675,909
47.6681,67.0287,909
47.7093,65.0291,909
48.5506,63.2146,909
47.7657,61.3751,909
46.0743,60.3078,909
44.2702,61.1712,909
43.931,59.2001,909
43.5559,57.2356,909
41.8343,56.2178,909
43.2794,54.8352,909
42.5222,52.984,909
42.2905,50.9975,909
42.2039,48.9994,909
43.205,47.268,909
41.3109,46.6257,909
40.342,44.8761,909
40.1611,42.8843,909
38.2987,43.6132,909
38.5445,41.6284,909
39.7241,40.0133,909
38.9947,38.1511,909
36.996,38.2249,909
35.1559,39.0085,909
33.7328,40.4137,909
31.7561,40.1093,909
29.9535,40.9758,909
30.23,38.995,909
29.9431,37.0157,909
30.1286,35.0243,909
30.0099,33.0278,909
28.0724,33.5239,909
28.0923,35.5238,909
26.1958,36.1587,909
26.0375,34.165,909
24.3831,33.0411,909
23.0615,31.54,909
23.1382,29.5414,909
23.7005,27.6221,909
21.7685,28.1389,909
19.9424,28.9547,909
18.0006,29.4336,909
16.1118,28.7759,909
14.1142,28.6791,909
12.8613,27.1201,909
10.9296,26.6021,909
9.97917,24.8424,909
10.0019,22.8425,909
8.03141,22.4999,909
6.3001,21.4986,909
4.90335,20.0672,909
4.0225,18.2716,909
4.94863,16.4989,909
2.99926,16.0518,909
3.95235,14.2935,909
2.15761,13.4109,909
2.66634,11.4767,909
2.09181,9.56098,909
1.93345,7.56726,909
3.44312,6.25543,909
5,5,909
9.48899,83.3498,910
10.2793,81.5125,910
9.43822,79.698,910
11.342,79.085,910
9.76659,77.8528,910
10.9469,76.2382,910
12.8705,75.6906,910
10.8716,75.7574,910
11.3627,73.8186,910
9.38462,73.5235,910
9.36344,71.5237,910
8.44589,69.7465,910
10.441,69.6068,910
11.8119,68.1506,910
10.7568,66.4515,910
12.5804,65.6304,910
12.0506,63.7018,910
11,62,910
10.4773,59.2159,910
11.0256,57.2925,910
12.881,56.5458,910
11.8723,54.8187,910
10.2621,53.6325,910
9.32482,51.8657,910
10.533,50.2719,910
9.74392,48.4341,910
10.9792,46.8612,910
10.7267,44.8772,910
9.3601,43.4169,910
11.2473,42.7549,910
10.2481,41.0223,910
11.3903,39.3806,910
12.9759,38.1615,910
13.4558,36.22,910
11.9421,34.9128,910
10.3875,33.6545,910
8.7258,32.5416,910
10,31,910
11.9361,28.8933,910
12.8613,27.1201,910
10.9296,26.6021,910
9.97917,24.8424,910
10.0019,22.8425,910
8.03141,22.4999,910
6.3001,21.4986,910
4.90335,20.0672,910
4.0225,18.2716,910
4.94863,16.4989,910
2.99926,16.0518,910
3.95235,14.2935,910
2.15761,13.4109,910
2.66634,11.4767,910
2.09181,9.56098,910
1.93345,7.56726,910
3.44312,6.25543,910
5,5,910
9.3601,43.4169,911
11.2473,42.7549,911
10.2481,41.0223,911
11.3903,39.3806,911
12.9759,38.1615,911
13.4558,36.22,911
11.9421,34.9128,911
10.3875,33.6545,911
8.7258,32.5416,911
10,31,911
11.9361,28.8933,911
12.8613,27.1201,911
10.9296,26.6021,911
9.97917,24.8424,911
10.0019,22.8425,911
8.03141,22.4999,911
6.3001,21.4986,911
4.90335,20.0672,911
4.0225,18.2716,911
4.94863,16.4989,911
2.99926,16.0518,911
3.95235,14.2935,911
2.15761,13.4109,911
2.66634,11.4767,911
2.09181,9.56098,911
1.93345,7.56726,911
3.44312,6.25543,911
5,5,911
79,39,912
78,37,912
75.952,38.7589,912
75,37,912
74.1655,35.7011,912
73.1962,33.9517,912
72.7868,31.994,912
70.7869,32.015,912
68.9486,32.8029,912
67.3083,31.6585,912
67.7222,29.7018,912
65.727,29.5643,912
66.8885,27.9361,912
66.9149,25.9363,912
66.3875,24.007,912
64.5945,23.121,912
62.6216,23.4492,912
64,22,912
61.7783,20.4685,912
60.151,21.6312,912
58.4545,22.6904,912
59.1672,20.8217,912
59.0432,18.8256,912
57.5014,20.0995,912
58.1943,18.2234,912
57.1645,19.9379,912
55.2824,19.2615,912
54.6595,21.162,912
53.475,19.5505,912
51.9059,18.3104,912
51.6137,20.289,912
51.5972,22.2889,912
50.9996,24.1975,912
49.1571,24.9754,912
47.3752,25.8835,912
45.7446,27.0417,912
46.3807,28.9379,912
45.148,30.5128,912
43.6429,31.8298,912
42.8873,33.6816,912
41.1148,32.7553,912
39.744,34.2116,912
37.7765,34.5711,912
36.6879,36.2488,912
36.996,38.2249,912
35.1559,39.0085,912
33.7328,40.4137,912
31.7561,40.1093,912
29.9535,40.9758,912
30.23,38.995,912
29.9431,37.0157,912
30.1286,35.0243,912
30.0099,33.0278,912
28.0724,33.5239,912
28.0923,35.5238,912
26.1958,36.1587,912
26.0375,34.165,912
24.3831,33.0411,912
23.0615,31.54,912
23.1382,29.5414,912
23.7005,27.6221,912
21.7685,28.1389,912
19.9424,28.9547,912
18.0006,29.4336,912
16.1118,28.7759,912
14.1142,28.6791,912
12.8613,27.1201,912
10.9296,26.6021,912
9.97917,24.8424,912
10.0019,22.8425,912
8.03141,22.4999,912
6.3001,21.4986,912
4.90335,20.0672,912
4.0225,18.2716,912
4.94863,16.4989,912
2.99926,16.0518,912
3.95235,14.2935,912
2.15761,13.4109,912
2.66634,11.4767,912
2.09181,9.56098,912
1.93345,7.56726,912
3.44312,6.25543,912
5,5,912
78.7817,77.1504,913
77.0075,78.0736,913
75.0467,78.4679,913
75.4391,80.429,913
73.4483,80.6208,913
72,82,913
71.4078,84.6821,913
69.621,85.5806,913
68.4991,87.2363,913
66.6728,88.0515,913
65.007,86.9446,913
64.27,88.8039,913
63.4647,86.9732,913
63.9202,85.0257,913
61.9223,85.1181,913
59.941,85.3909,913
58.2231,84.3667,913
56.7081,83.0611,913
57.051,81.0907,913
55.1469,80.4786,913
54.5004,78.586,913
52.5008,78.5457,913
51.7899,76.6763,913
49.8696,77.235,913
47.871,77.3108,913
46.0561,76.4704,913
48,76,913
48.8158,75.1509,913
49.6643,73.3399,913
49.8716,71.3506,913
50.0205,69.3562,913
51.5104,68.022,913
49.5267,67.7675,913
47.6681,67.0287,913
47.7093,65.0291,913
48.5506,63.2146,913
47.7657,61.3751,913
46.0743,60.3078,913
44.2702,61.1712,913
43.931,59.2001,913
43.5559,57.2356,913
41.8343,56.2178,913
43.2794,54.8352,913
42.5222,52.984,913
42.2905,50.9975,913
42.2039,48.9994,913
43.205,47.268,913
41.3109,46.6257,913
40.342,44.8761,913
40.1611,42.8843,913
38.2987,43.6132,913
38.5445,41.6284,913
39.7241,40.0133,913
38.9947,38.1511,913
36.996,38.2249,913
35.1559,39.0085,913
33.7328,40.4137,913
31.7561,40.1093,913
29.9535,40.9758,913
30.23,38.995,913
29.9431,37.0157,913
30.1286,35.0243,913
30.0099,33.0278,913
28.0724,33.5239,913
28.0923,35.5238,913
26.1958,36.1587,913
26.0375,34.165,913
24.3831,33.0411,913
23.0615,31.54,913
23.1382,29.5414,913
23.7005,27.6221,913
21.7685,28.1389,913
19.9424,28.9547,913
18.0006,29.4336,913
16.1118,28.7759,913
14.1142,28.6791,913
12.8613,27.1201,913
10.9296,26.6021,913
9.97917,24.8424,913
10.0019,22.8425,913
8.03141,22.4999,913
6.3001,21.4986,913
4.90335,20.0672,913
4.0225,18.2716,913
4.94863,16.4989,913
2.99926,16.0518,913
3.95235,14.2935,913
2.15761,13.4109,913
2.66634,11.4767,913
2.09181,9.56098,913
1.93345,7.56726,913
3.44312,6.25543,913
5,5,913
54.3757,21.3362,914
53.475,19.5505,914
51.9059,18.3104,914
51.6137,20.289,914
51.5972,22.2889,914
50.9996,24.1975,914
49.1571,24.9754,914
47.3752,25.8835,914
45.7446,27.0417,914
46.3807,28.9379,914
45.148,30.5128,914
43.6429,31.8298,914
42.8873,33.6816,914
41.1148,32.7553,914
39.744,34.2116,914
37.7765,34.5711,914
36.6879,36.2488,914
36.996,38.2249,914
35.1559,39.0085,914
33.7328,40.4137,914
31.7561,40.1093,914
29.9535,40.9758,914
30.23,38.995,914
29.9431,37.0157,914
30.1286,35.0243,914
30.0099,33.0278,914
28.0724,33.5239,914
28.0923,35.5238,914
26.1958,36.1587,914
26.0375,34.165,914
24.3831,33.0411,914
23.0615,31.54,914
23.1382,29.5414,914
23.7005,27.6221,914
21.7685,28.1389,914
19.9424,28.9547,914
18.0006,29.4336,914
16.1118,28.7759,914
14.1142,28.6791,914
12.8613,27.1201,914
10.9296,26.6021,914
9.97917,24.8424,914
10.0019,22.8425,914
8.03141,22.4999,914
6.3001,21.4986,914
4.90335,20.0672,914
4.0225,18.2716,914
4.94863,16.4989,914
2.99926,16.0518,914
3.95235,14.2935,914
2.15761,13.4109,914
2.66634,11.4767,914
2.09181,9.56098,914
1.93345,7.56726,914
3.44312,6.25543,914
5,5,914
56.3824,89.1762,915
58,88,915
58.2432,86.448,915
59.941,85.3909,915
58.2231,84.3667,915
56.7081,83.0611,915
57.051,81.0907,915
55.1469,80.4786,915
54.5004,78.586,915
52.5008,78.5457,915
51.7899,76.6763,915
49.8696,77.235,915
47.871,77.3108,915
46.0561,76.4704,915
48,76,915
48.8158,75.1509,915
49.6643,73.3399,915
49.8716,71.3506,915
50.0205,69.3562,915
51.5104,68.022,915
49.5267,67.7675,915
47.6681,67.0287,915
47.7093,65.0291,915
48.5506,63.2146,915
47.7657,61.3751,915
46.0743,60.3078,915
44.2702,61.1712,915
43.931,59.2001,915
43.5559,57.2356,915
41.8343,56.2178,915
43.2794,54.8352,915
42.5222,52.984,915
42.2905,50.9975,915
42.2039,48.9994,915
43.205,47.268,915
41.3109,46.6257,915
40.342,44.8761,915
40.1611,42.8843,915
38.2987,43.6132,915
38.5445,41.6284,915
39.7241,40.0133,915
38.9947,38.1511,915
36.996,38.2249,915
35.1559,39.0085,915
33.7328,40.4137,915
31.7561,40.1093,915
29.9535,40.9758,915
30.23,38.995,915
29.9431,37.0157,915
30.1286,35.0243,915
30.0099,33.0278,915
28.0724,33.5239,915
28.0923,35.5238,915
26.1958,36.1587,915
26.0375,34.165,915
24.3831,33.0411,915
23.0615,31.54,915
23.1382,29.5414,915
23.7005,27.6221,915
21.7685,28.1389,915
19.9424,28.9547,915
18.0006,29.4336,915
16.1118,28.7759,915
14.1142,28.6791,915
12.8613,27.1201,915
10.9296,26.6021,915
9.97917,24.8424,915
10.0019,22.8425,915
8.03141,22.4999,915
6.3001,21.4986,915
4.90335,20.0672,915
4.0225,18.2716,915
4.94863,16.4989,915
2.99926,16.0518,915
3.95235,14.2935,915
2.15761,13.4109,915
2.66634,11.4767,915
2.09181,9.56098,915
1.93345,7.56726,915
3.44312,6.25543,915
5,5,915
61.9223,85.1181,916
59.941,85.3909,916
58.2231,84.3667,916
56.7081,83.0611,916
57.051,81.0907,916
55.1469,80.4786,916
54.5004,78.586,916
52.5008,78.5457,916
51.7899,76.6763,916
49.8696,77.235,916
47.871,77.3108,916
46.0561,76.4704,916
48,76,916
48.8158,75.1509,916
49.6643,73.3399,916
49.8716,71.3506,916
50.0205,69.3562,916
51.5104,68.022,916
49.5267,67.7675,916
47.6681,67.0287,916
47.7093,65.0291,916
48.5506,63.2146,916
47.7657,61.3751,916
46.0743,60.3078,916
44.2702,61.1712,916
43.931,59.2001,916
43.5559,57.2356,916
41.8343,56.2178,916
43.2794,54.8352,916
42.5222,52.984,916
42.2905,50.9975,916
42.2039,48.9994,916
43.205,47.268,916
41.3109,46.6257,916
40.342,44.8761,916
40.1611,42.8843,916
38.2987,43.6132,916
38.5445,41.6284,916
39.7241,40.0133,916
38.9947,38.1511,916
36.996,38.2249,916
35.1559,39.0085,916
33.7328,40.4137,916
31.7561,40.1093,916
29.9535,40.9758,916
30.23,38.995,916
29.9431,37.0157,916
30.1286,35.0243,916
30.0099,33.0278,916
28.0724,33.5239,916
28.0923,35.5238,916
26.1958,36.1587,916
26.0375,34.165,916
24.3831,33.0411,916
23.0615,31.54,916
23.1382,29.5414,916
23.7005,27.6221,916
21.7685,28.1389,916
19.9424,28.9547,916
18.0006,29.4336,916
16.1118,28.7759,916
14.1142,28.6791,916
12.8613,27.1201,916
10.9296,26.6021,916
9.97917,24.8424,916
10.0019,22.8425,916
8.03141,22.4999,916
6.3001,21.4986,916
4.90335,20.0672,916
4.0225,18.2716,916
4.94863,16.4989,916
2.99926,16.0518,916
3.95235,14.2935,916
2.15761,13.4109,916
2.66634,11.4767,916
2.09181,9.56098,916
1.93345,7.56726,916
3.44312,6.25543,916
5,5,916
31.777,81.7891,917
32.4961,79.9228,917
32.639,77.9279,917
32.8832,75.9429,917
34.835,75.5061,917
36.7739,75.0158,917
38.7151,75.4974,917
40.6986,75.7535,917
41.9401,77.3216,917
43.6876,76.3488,917
44.7892,78.018,917
46.0561,76.4704,917
48,76,917
48.8158,75.1509,917
49.6643,73.3399,917
49.8716,71.3506,917
50.0205,69.3562,917
51.5104,68.022,917
49.5267,67.7675,917
47.6681,67.0287,917
47.7093,65.0291,917
48.5506,63.2146,917
47.7657,61.3751,917
46.0743,60.3078,917
44.2702,61.1712,917
43.931,59.2001,917
43.5559,57.2356,917
41.8343,56.2178,917
43.2794,54.8352,917
42.5222,52.984,917
42.2905,50.9975,917
42.2039,48.9994,917
43.205,47.268,917
41.3109,46.6257,917
40.342,44.8761,917
40.1611,42.8843,917
38.2987,43.6132,917
38.5445,41.6284,917
39.7241,40.0133,917
38.9947,38.1511,917
36.996,38.2249,917
35.1559,39.0085,917
33.7328,40.4137,917
31.7561,40.1093,917
29.9535,40.9758,917
30.23,38.995,917
29.9431,37.0157,917
30.1286,35.0243,917
30.0099,33.0278,917
28.0724,33.5239,917
28.0923,35.5238,917
26.1958,36.1587,917
26.0375,34.165,917
24.3831,33.0411,917
23.0615,31.54,917
23.1382,29.5414,917
23.7005,27.6221,917
21.7685,28.1389,917
19.9424,28.9547,917
18.0006,29.4336,917
16.1118,28.7759,917
14.1142,28.6791,917
12.8613,27.1201,917
10.9296,26.6021,917
9.97917,24.8424,917
10.0019,22.8425,917
8.03141,22.4999,917
6.3001,21.4986,917
4.90335,20.0672,917
4.0225,18.2716,917
4.94863,16.4989,917
2.99926,16.0518,917
3.95235,14.2935,917
2.15761,13.4109,917
2.66634,11.4767,917
2.09181,9.56098,917
1.93345,7.56726,917
3.44312,6.25543,917
5,5,917
53.475,19.5505,918
51.9059,18.3104,918
51.6137,20.289,918
51.5972,22.2889,918
50.9996,24.1975,918
49.1571,24.9754,918
47.3752,25.8835,918
45.7446,27.0417,918
46.3807,28.9379,918
45.148,30.5128,918
43.6429,31.8298,918
42.8873,33.6816,918
41.1148,32.7553,918
39.744,34.2116,918
37.7765,34.5711,918
36.6879,36.2488,918
36.996,38.2249,918
35.1559,39.0085,918
33.7328,40.4137,918
31.7561,40.1093,918
29.9535,40.9758,918
30.23,38.995,918
29.9431,37.0157,918
30.1286,35.0243,918
30.0099,33.0278,918
28.0724,33.5239,918
28.0923,35.5238,918
26.1958,36.1587,918
26.0375,34.165,918
24.3831,33.0411,918
23.0615,31.54,918
23.1382,29.5414,918
23.7005,27.6221,918
21.7685,28.1389,918
19.9424,28.9547,918
18.0006,29.4336,918
16.1118,28.7759,918
14.1142,28.6791,918
12.8613,27.1201,918
10.9296,26.6021,918
9.97917,24.8424,918
10.0019,22.8425,918
8.03141,22.4999,918
6.3001,21.4986,918
4.90335,20.0672,918
4.0225,18.2716,918
4.94863,16.4989,918
2.99926,16.0518,918
3.95235,14.2935,918
2.15761,13.4109,918
2.66634,11.4767,918
2.09181,9.56098,918
1.93345,7.56726,918
3.44312,6.25543,918
5,5,918
2.66634,11.4767,919
2.09181,9.56098,919
1.93345,7.56726,919
3.44312,6.25543,919
5,5,919
71.8362,10.2216,920
69.9322,9.60948,920
69.6502,11.5895,920
67.7823,12.3042,920
67.0163,14.1517,920
65.3353,15.2354,920
63.7685,13.9924,920
62.0218,14.9665,920
62.3596,16.9378,920
60.998,18.4027,920
59.0432,18.8256,920
57.5014,20.0995,920
58.1943,18.2234,920
57.1645,19.9379,920
55.2824,19.2615,920
54.6595,21.162,920
53.475,19.5505,920
51.9059,18.3104,920
51.6137,20.289,920
51.5972,22.2889,920
50.9996,24.1975,920
49.1571,24.9754,920
47.3752,25.8835,920
45.7446,27.0417,920
46.3807,28.9379,920
45.148,30.5128,920
43.6429,31.8298,920
42.8873,33.6816,920
41.1148,32.7553,920
39.744,34.2116,920
37.7765,34.5711,920
36.6879,36.2488,920
36.996,38.2249,920
35.1559,39.0085,920
33.7328,40.4137,920
31.7561,40.1093,920
29.9535,40.9758,920
30.23,38.995,920
29.9431,37.0157,920
30.1286,35.0243,920
30.0099,33.0278,920
28.0724,33.5239,920
28.0923,35.5238,920
26.1958,36.1587,920
26.0375,34.165,920
24.3831,33.0411,920
23.0615,31.54,920
23.1382,29.5414,920
23.7005,27.6221,920
21.7685,28.1389,920
19.9424,28.9547,920
18.0006,29.4336,920
16.1118,28.7759,920
14.1142,28.6791,920
12.8613,27.1201,920
10.9296,26.6021,920
9.97917,24.8424,920
10.0019,22.8425,920
8.03141,22.4999,920
6.3001,21.4986,920
4.90335,20.0672,920
4.0225,18.2716,920
4.94863,16.4989,920
2.99926,16.0518,920
3.95235,14.2935,920
2.15761,13.4109,920
2.66634,11.4767,920
2.09181,9.56098,920
1.93345,7.56726,920
3.44312,6.25543,920
5,5,920
49.5349,9.70876,921
49.4733,11.7078,921
47.8664,12.8985,921
49.8031,13.3977,921
51,15,921
51.078,16.8295,921
50.3896,18.7073,921
51.6137,20.289,921
51.5972,22.2889,921
50.9996,24.1975,921
49.1571,24.9754,921
47.3752,25.8835,921
45.7446,27.0417,921
46.3807,28.9379,921
45.148,30.5128,921
43.6429,31.8298,921
42.8873,33.6816,921
41.1148,32.7553,921
39.744,34.2116,921
37.7765,34.5711,921
36.6879,36.2488,921
36.996,38.2249,921
35.1559,39.0085,921
33.7328,40.4137,921
31.7561,40.1093,921
29.9535,40.9758,921
30.23,38.995,921
29.9431,37.0157,921
30.1286,35.0243,921
30.0099,33.0278,921
28.0724,33.5239,921
28.0923,35.5238,921
26.1958,36.1587,921
26.0375,34.165,921
24.3831,33.0411,921
23.0615,31.54,921
23.1382,29.5414,921
23.7005,27.6221,921
21.7685,28.1389,921
19.9424,28.9547,921
18.0006,29.4336,921
16.1118,28.7759,921
14.1142,28.6791,921
12.8613,27.1201,921
10.9296,26.6021,921
9.97917,24.8424,921
10.0019,22.8425,921
8.03141,22.4999,921
6.3001,21.4986,921
4.90335,20.0672,921
4.0225,18.2716,921
4.94863,16.4989,921
2.99926,16.0518,921
3.95235,14.2935,921
2.15761,13.4109,921
2.66634,11.4767,921
2.09181,9.56098,921
1.93345,7.56726,921
3.44312,6.25543,921
5,5,921
32,31,922
30.0099,33.0278,922
28.0724,33.5239,922
28.0923,35.5238,922
26.1958,36.1587,922
26.0375,34.165,922
24.3831,33.0411,922
23.0615,31.54,922
23.1382,29.5414,922
23.7005,27.6221,922
21.7685,28.1389,922
19.9424,28.9547,922
18.0006,29.4336,922
16.1118,28.7759,922
14.1142,28.6791,922
12.8613,27.1201,922
10.9296,26.6021,922
9.97917,24.8424,922
10.0019,22.8425,922
8.03141,22.4999,922
6.3001,21.4986,922
4.90335,20.0672,922
4.0225,18.2716,922
4.94863,16.4989,922
2.99926,16.0518,922
3.95235,14.2935,922
2.15761,13.4109,922
2.66634,11.4767,922
2.09181,9.56098,922
1.93345,7.56726,922
3.44312,6.25543,922
5,5,922
7.47091,42.7604,923
9.3601,43.4169,923
11.2473,42.7549,923
10.2481,41.0223,923
11.3903,39.3806,923
12.9759,38.1615,923
13.4558,36.22,923
11.9421,34.9128,923
10.3875,33.6545,923
8.7258,32.5416,923
10,31,923
11.9361,28.8933,923
12.8613,27.1201,923
10.9296,26.6021,923
9.97917,24.8424,923
10.0019,22.8425,923
8.03141,22.4999,923
6.3001,21.4986,923
4.90335,20.0672,923
4.0225,18.2716,923
4.94863,16.4989,923
2.99926,16.0518,923
3.95235,14.2935,923
2.15761,13.4109,923
2.66634,11.4767,923
2.09181,9.56098,923
1.93345,7.56726,923
3.44312,6.25543,923
5,5,923
66,74,924
64.5323,72.5249,924
63.7954,70.6656,924
63.0689,72.5289,924
61.1338,72.0236,924
60.1158,70.302,924
58.1921,69.7547,924
57.6086,67.8417,924
55.6109,67.9378,924
53.8302,68.8484,924
52.1414,69.9198,924
51.5104,68.022,924
49.5267,67.7675,924
47.6681,67.0287,924
47.7093,65.0291,924
48.5506,63.2146,924
47.7657,61.3751,924
46.0743,60.3078,924
44.2702,61.1712,924
43.931,59.2001,924
43.5559,57.2356,924
41.8343,56.2178,924
43.2794,54.8352,924
42.5222,52.984,924
42.2905,50.9975,924
42.2039,48.9994,924
43.205,47.268,924
41.3109,46.6257,924
40.342,44.8761,924
40.1611,42.8843,924
38.2987,43.6132,924
38.5445,41.6284,924
39.7241,40.0133,924
38.9947,38.1511,924
36.996,38.2249,924
35.1559,39.0085,924
33.7328,40.4137,924
31.7561,40.1093,924
29.9535,40.9758,924
30.23,38.995,924
29.9431,37.0157,924
30.1286,35.0243,924
30.0099,33.0278,924
28.0724,33.5239,924
28.0923,35.5238,924
26.1958,36.1587,924
26.0375,34.165,924
24.3831,33.0411,924
23.0615,31.54,924
23.1382,29.5414,924
23.7005,27.6221,924
21.7685,28.1389,924
19.9424,28.9547,924
18.0006,29.4336,924
16.1118,28.7759,924
14.1142,28.6791,924
12.8613,27.1201,924
10.9296,26.6021,924
9.97917,24.8424,924
10.0019,22.8425,924
8.03141,22.4999,924
6.3001,21.4986,924
4.90335,20.0672,924
4.0225,18.2716,924
4.94863,16.4989,924
2.99926,16.0518,924
3.95235,14.2935,924
2.15761,13.4109,924
2.66634,11.4767,924
2.09181,9.56098,924
1.93345,7.56726,924
3.44312,6.25543,924
5,5,924
63.7974,30.0903,925
